country,year,renewables_consumption,renewables_share_energy,population
Austria,1965,47.557,25.096,7269892.0
Austria,1966,51.248,25.84,7320920.0
Austria,1967,52.333,26.119,7375632.0
Austria,1968,53.773,25.099,7413813.0
Austria,1969,49.435,22.275,7439324.0
Austria,1970,62.953,24.77,7465310.0
Austria,1971,49.737,19.652,7498548.0
Austria,1972,51.119,19.524,7542083.0
Austria,1973,56.801,20.177,7584024.0
Austria,1974,67.16,23.735,7597028.0
Austria,1975,70.362,25.034,7576929.0
Austria,1976,60.812,20.905,7563509.0
Austria,1977,73.691,25.271,7566357.0
Austria,1978,73.75,24.245,7560248.0
Austria,1979,83.082,25.784,7547482.0
Austria,1980,86.078,26.826,7547564.0
Austria,1981,91.215,29.281,7566318.0
Austria,1982,91.36,30.32,7571291.0
Austria,1983,90.502,30.118,7559110.0
Austria,1984,79.394,26.69,7558564.0
Austria,1985,94.013,29.769,7562114.0
Austria,1986,95.493,30.178,7567247.0
Austria,1987,107.533,32.194,7572379.0
Austria,1988,107.736,32.733,7583766.0
Austria,1989,107.264,32.409,7619393.0
Austria,1990,96.819,29.003,7678732.0
Austria,1991,96.891,27.731,7755640.0
Austria,1992,107.289,31.117,7840816.0
Austria,1993,112.886,32.03,7905280.0
Austria,1994,109.454,31.326,7935366.0
Austria,1995,115.542,31.426,7947293.0
Austria,1996,106.268,28.286,7958043.0
Austria,1997,112.291,29.506,7967086.0
Austria,1998,115.913,29.779,7975856.0
Austria,1999,125.601,31.976,7991382.0
Austria,2000,128.793,32.592,8010425.0
Austria,2001,124.694,30.668,8039633.0
Austria,2002,122.887,30.206,8078994.0
Austria,2003,102.896,25.238,8120105.0
Austria,2004,115.225,27.275,8171215.0
Austria,2005,118.601,27.495,8227034.0
Austria,2006,119.788,28.128,8267771.0
Austria,2007,127.069,30.25,8294720.0
Austria,2008,130.646,30.772,8321134.0
Austria,2009,138.428,33.782,8342939.0
Austria,2010,132.009,31.314,8362829.0
Austria,2011,119.971,30.306,8391201.0
Austria,2012,148.198,35.762,8429641.0
Austria,2013,145.067,35.309,8479542.0
Austria,2014,143.357,36.303,8546066.0
Austria,2015,135.858,34.274,8642422.0
Austria,2016,144.627,35.305,8736491.0
Austria,2017,143.877,34.456,8797497.0
Austria,2018,140.335,34.362,8840518.0
Austria,2019,151.81,35.473,8879939.0
Austria,2020,152.81,38.189,8907780.0
Austria,2021,145.502,35.835,8922086.0
Austria,2022,136.97,36.067,8939617.0
Austria,2023,154.233,40.08,8958961.0
Belarus,1985,0.059,0.014,10133217.0
Belarus,1986,0.059,0.013,10201675.0
Belarus,1987,0.059,0.013,10270610.0
Belarus,1988,0.059,0.012,10333484.0
Belarus,1989,0.059,0.013,10387611.0
Belarus,1990,0.059,0.013,10428527.0
Belarus,1991,0.053,0.011,10457619.0
Belarus,1992,0.05,0.012,10475912.0
Belarus,1993,0.056,0.017,10480485.0
Belarus,1994,0.056,0.02,10475397.0
Belarus,1995,0.059,0.024,10461694.0
Belarus,1996,0.047,0.018,10436455.0
Belarus,1997,0.062,0.024,10400926.0
Belarus,1998,0.083,0.033,10357472.0
Belarus,1999,0.056,0.023,10308281.0
Belarus,2000,0.08,0.031,10256489.0
Belarus,2001,0.088,0.036,10201212.0
Belarus,2002,0.085,0.033,10135391.0
Belarus,2003,0.081,0.032,10065881.0
Belarus,2004,0.098,0.034,9999713.0
Belarus,2005,0.106,0.037,9935166.0
Belarus,2006,0.109,0.036,9874700.0
Belarus,2007,0.146,0.05,9825990.0
Belarus,2008,0.3,0.1,9787829.0
Belarus,2009,0.556,0.197,9757710.0
Belarus,2010,0.786,0.257,9731426.0
Belarus,2011,0.749,0.249,9706983.0
Belarus,2012,0.856,0.263,9693754.0
Belarus,2013,0.928,0.315,9691143.0
Belarus,2014,0.898,0.304,9693741.0
Belarus,2015,0.954,0.357,9700609.0
Belarus,2016,1.151,0.422,9708111.0
Belarus,2017,2.119,0.763,9707874.0
Belarus,2018,1.923,0.626,9695573.0
Belarus,2019,2.35,0.761,9673971.0
Belarus,2020,2.838,0.991,9633745.0
Belarus,2021,3.601,1.177,9578172.0
Belarus,2022,3.627,1.232,9534956.0
Belarus,2023,3.244,1.096,9498237.0
Belgium,1965,0.804,0.195,9412091.0
Belgium,1966,0.884,0.222,9466114.0
Belgium,1967,0.704,0.169,9515229.0
Belgium,1968,0.722,0.155,9556258.0
Belgium,1969,0.68,0.133,9592105.0
Belgium,1970,0.727,0.135,9629376.0
Belgium,1971,0.396,0.075,9666396.0
Belgium,1972,0.532,0.095,9700295.0
Belgium,1973,0.876,0.154,9727987.0
Belgium,1974,1.054,0.191,9749063.0
Belgium,1975,0.806,0.156,9763432.0
Belgium,1976,0.504,0.092,9773540.0
Belgium,1977,1.451,0.264,9786372.0
Belgium,1978,1.489,0.259,9800204.0
Belgium,1979,1.697,0.287,9814133.0
Belgium,1980,1.78,0.314,9828989.0
Belgium,1981,2.056,0.382,9843594.0
Belgium,1982,1.132,0.22,9857337.0
Belgium,1983,1.064,0.213,9866528.0
Belgium,1984,1.115,0.214,9873600.0
Belgium,1985,1.018,0.187,9880540.0
Belgium,1986,1.394,0.248,9887822.0
Belgium,1987,1.74,0.301,9900226.0
Belgium,1988,1.66,0.281,9917989.0
Belgium,1989,1.532,0.258,9937168.0
Belgium,1990,1.707,0.275,9959565.0
Belgium,1991,1.655,0.257,9987072.0
Belgium,1992,1.887,0.294,10016455.0
Belgium,1993,1.557,0.247,10043738.0
Belgium,1994,1.832,0.276,10069182.0
Belgium,1995,2.051,0.305,10095204.0
Belgium,1996,1.733,0.243,10123230.0
Belgium,1997,1.803,0.25,10154876.0
Belgium,1998,2.329,0.317,10188541.0
Belgium,1999,2.63,0.36,10224223.0
Belgium,2000,3.221,0.433,10264351.0
Belgium,2001,3.31,0.449,10309249.0
Belgium,2002,3.519,0.48,10355569.0
Belgium,2003,3.707,0.487,10402550.0
Belgium,2004,4.636,0.606,10456164.0
Belgium,2005,6.553,0.867,10516979.0
Belgium,2006,9.171,1.21,10582970.0
Belgium,2007,10.805,1.415,10653698.0
Belgium,2008,13.687,1.764,10726720.0
Belgium,2009,18.292,2.555,10801357.0
Belgium,2010,24.402,3.191,10877948.0
Belgium,2011,29.101,4.078,10955742.0
Belgium,2012,35.258,5.148,11031140.0
Belgium,2013,38.324,5.46,11103260.0
Belgium,2014,40.042,6.152,11176727.0
Belgium,2015,44.693,6.798,11248306.0
Belgium,2016,45.998,6.483,11316837.0
Belgium,2017,50.562,7.061,11384491.0
Belgium,2018,53.84,7.538,11448598.0
Belgium,2019,59.656,8.079,11510569.0
Belgium,2020,72.134,10.863,11561716.0
Belgium,2021,70.47,9.544,11611416.0
Belgium,2022,75.211,10.83,11655923.0
Belgium,2023,80.419,12.525,11686148.0
Bulgaria,1965,5.914,4.931,8245080.0
Bulgaria,1966,5.944,4.623,8308898.0
Bulgaria,1967,5.979,4.004,8369839.0
Bulgaria,1968,3.859,2.312,8438287.0
Bulgaria,1969,5.438,2.923,8512917.0
Bulgaria,1970,6.363,3.039,8582960.0
Bulgaria,1971,6.417,2.943,8646261.0
Bulgaria,1972,6.195,2.762,8700151.0
Bulgaria,1973,7.599,3.261,8753492.0
Bulgaria,1974,6.151,2.562,8810681.0
Bulgaria,1975,7.253,2.734,8860971.0
Bulgaria,1976,8.735,3.108,8902475.0
Bulgaria,1977,10.435,3.524,8935448.0
Bulgaria,1978,8.602,2.805,8958270.0
Bulgaria,1979,9.791,3.076,8974434.0
Bulgaria,1980,10.979,3.268,8980602.0
Bulgaria,1981,10.698,3.232,8978415.0
Bulgaria,1982,9.019,2.659,8970487.0
Bulgaria,1983,9.915,2.904,8956441.0
Bulgaria,1984,9.64,2.84,8939492.0
Bulgaria,1985,6.615,1.964,8917080.0
Bulgaria,1986,6.878,2.002,8892099.0
Bulgaria,1987,7.502,2.166,8865756.0
Bulgaria,1988,7.676,2.166,8835822.0
Bulgaria,1989,7.957,2.265,8804436.0
Bulgaria,1990,4.82,1.486,8767778.0
Bulgaria,1991,6.706,2.554,8721659.0
Bulgaria,1992,5.627,2.277,8668545.0
Bulgaria,1993,5.284,2.005,8611541.0
Bulgaria,1994,3.832,1.512,8548469.0
Bulgaria,1995,6.428,2.358,8477584.0
Bulgaria,1996,8.54,3.141,8401382.0
Bulgaria,1997,8.055,3.132,8318965.0
Bulgaria,1998,9.072,3.669,8234934.0
Bulgaria,1999,8.078,3.718,8162298.0
Bulgaria,2000,7.78,3.579,8097694.0
Bulgaria,2001,4.85,2.16,8034863.0
Bulgaria,2002,6.176,2.835,7974804.0
Bulgaria,2003,8.686,3.854,7917745.0
Bulgaria,2004,9.048,4.152,7865314.0
Bulgaria,2005,12.318,5.218,7815221.0
Bulgaria,2006,12.045,5.004,7766040.0
Bulgaria,2007,8.134,3.496,7719035.0
Bulgaria,2008,8.26,3.588,7674912.0
Bulgaria,2009,10.34,5.116,7634737.0
Bulgaria,2010,16.195,7.658,7592271.0
Bulgaria,2011,10.949,4.875,7543128.0
Bulgaria,2012,15.382,7.207,7488347.0
Bulgaria,2013,20.162,10.177,7431169.0
Bulgaria,2014,21.377,10.105,7372142.0
Bulgaria,2015,25.387,11.299,7309255.0
Bulgaria,2016,20.905,9.809,7245982.0
Bulgaria,2017,18.421,8.443,7182430.0
Bulgaria,2018,27.547,12.589,7117424.0
Bulgaria,2019,22.792,10.774,7052536.0
Bulgaria,2020,22.542,11.538,6979181.0
Bulgaria,2021,30.434,13.715,6885864.0
Bulgaria,2022,28.607,12.466,6781955.0
Bulgaria,2023,29.912,15.011,6687716.0
Croatia,1990,11.618,11.524,4873705.0
Croatia,1991,16.37,19.537,4844526.0
Croatia,1992,12.879,15.995,4798318.0
Croatia,1993,13.514,16.087,4792409.0
Croatia,1994,16.09,18.96,4819431.0
Croatia,1995,16.833,19.161,4807100.0
Croatia,1996,23.279,24.701,4758624.0
Croatia,1997,17.312,18.543,4711373.0
Croatia,1998,17.834,18.063,4659937.0
Croatia,1999,21.695,21.246,4605329.0
Croatia,2000,19.084,19.766,4548438.0
Croatia,2001,21.094,20.779,4506760.0
Croatia,2002,17.079,16.807,4482874.0
Croatia,2003,15.828,14.887,4461141.0
Croatia,2004,21.996,19.898,4443351.0
Croatia,2005,20.219,18.501,4429687.0
Croatia,2006,18.917,17.524,4417562.0
Croatia,2007,13.441,12.393,4405542.0
Croatia,2008,16.463,15.262,4393666.0
Croatia,2009,20.996,19.717,4382142.0
Croatia,2010,25.822,23.851,4368680.0
Croatia,2011,14.649,15.51,4351838.0
Croatia,2012,14.799,16.895,4331592.0
Croatia,2013,25.705,26.756,4308854.0
Croatia,2014,27.339,28.476,4283968.0
Croatia,2015,20.636,22.672,4254821.0
Croatia,2016,22.623,23.881,4223748.0
Croatia,2017,19.222,20.28,4192468.0
Croatia,2018,26.558,27.056,4160488.0
Croatia,2019,23.208,24.222,4129749.0
Croatia,2020,23.763,26.005,4096872.0
Croatia,2021,29.235,29.737,4060139.0
Croatia,2022,24.236,26.013,4030361.0
Croatia,2023,31.933,31.566,4008615.0
Czechia,1965,6.599,1.408,9702728.0
Czechia,1966,6.22,1.317,9731810.0
Czechia,1967,5.606,1.206,9754254.0
Czechia,1968,4.339,0.895,9770101.0
Czechia,1969,3.541,0.701,9782559.0
Czechia,1970,5.057,0.96,9795750.0
Czechia,1971,3.572,0.645,9816554.0
Czechia,1972,3.738,0.671,9851274.0
Czechia,1973,3.197,0.571,9900301.0
Czechia,1974,5.379,0.95,9960863.0
Czechia,1975,5.364,0.91,10025718.0
Czechia,1976,4.276,0.706,10088047.0
Czechia,1977,5.816,0.93,10144498.0
Czechia,1978,5.411,0.853,10195871.0
Czechia,1979,6.78,1.058,10241207.0
Czechia,1980,7.094,1.143,10270060.0
Czechia,1981,6.094,0.989,10283841.0
Czechia,1982,4.938,0.811,10293692.0
Czechia,1983,4.894,0.802,10298165.0
Czechia,1984,3.838,0.609,10299713.0
Czechia,1985,4.941,0.782,10302326.0
Czechia,1986,5.547,0.869,10302678.0
Czechia,1987,7.289,1.116,10302081.0
Czechia,1988,6.207,0.946,10304147.0
Czechia,1989,4.858,0.764,10304498.0
Czechia,1990,3.433,0.628,10301190.0
Czechia,1991,3.22,0.647,10303359.0
Czechia,1992,4.166,0.862,10310956.0
Czechia,1993,4.605,0.961,10318915.0
Czechia,1994,5.423,1.163,10321309.0
Czechia,1995,7.397,1.521,10311702.0
Czechia,1996,7.01,1.394,10295653.0
Czechia,1997,6.975,1.446,10279042.0
Czechia,1998,6.41,1.369,10263837.0
Czechia,1999,7.642,1.702,10249145.0
Czechia,2000,7.569,1.595,10234712.0
Czechia,2001,8.228,1.696,10230273.0
Czechia,2002,9.619,1.976,10238170.0
Czechia,2003,6.292,1.223,10248039.0
Czechia,2004,8.484,1.607,10261003.0
Czechia,2005,9.242,1.779,10280122.0
Czechia,2006,10.539,1.99,10304822.0
Czechia,2007,10.298,1.966,10337831.0
Czechia,2008,12.314,2.397,10378586.0
Czechia,2009,16.009,3.248,10421515.0
Czechia,2010,20.001,3.894,10464750.0
Czechia,2011,24.645,4.91,10496379.0
Czechia,2012,26.829,5.372,10511065.0
Czechia,2013,30.483,6.218,10514547.0
Czechia,2014,30.793,6.416,10517178.0
Czechia,2015,31.223,6.633,10523801.0
Czechia,2016,31.115,6.701,10527584.0
Czechia,2017,31.888,6.5,10531315.0
Czechia,2018,31.104,6.361,10534598.0
Czechia,2019,33.182,6.943,10536876.0
Czechia,2020,34.31,7.752,10530951.0
Czechia,2021,34.896,7.482,10510748.0
Czechia,2022,34.341,7.535,10493990.0
Czechia,2023,33.804,7.985,10495297.0
Denmark,1983,0.285,0.15,5124341.0
Denmark,1984,0.293,0.151,5121317.0
Denmark,1985,0.355,0.163,5119453.0
Denmark,1986,0.619,0.278,5119368.0
Denmark,1987,0.796,0.371,5121515.0
Denmark,1988,1.215,0.572,5126107.0
Denmark,1989,1.737,0.887,5133937.0
Denmark,1990,2.558,1.266,5144626.0
Denmark,1991,3.397,1.459,5158325.0
Denmark,1992,4.452,2.041,5175466.0
Denmark,1993,5.463,2.362,5193776.0
Denmark,1994,5.289,2.132,5213801.0
Denmark,1995,5.636,2.313,5235205.0
Denmark,1996,6.342,2.188,5256002.0
Denmark,1997,8.892,3.381,5277385.0
Denmark,1998,11.862,4.676,5298991.0
Denmark,1999,13.26,5.389,5319856.0
Denmark,2000,16.783,7.096,5340662.0
Denmark,2001,17.56,7.403,5360753.0
Denmark,2002,20.33,8.587,5378700.0
Denmark,2003,24.152,9.463,5396355.0
Denmark,2004,28.344,11.729,5415583.0
Denmark,2005,29.142,12.474,5436314.0
Denmark,2006,27.297,10.685,5457863.0
Denmark,2007,30.343,12.466,5479722.0
Denmark,2008,29.643,12.621,5502752.0
Denmark,2009,29.542,13.379,5526455.0
Denmark,2010,36.737,15.568,5550850.0
Denmark,2011,42.517,19.241,5576016.0
Denmark,2012,45.16,22.003,5600955.0
Denmark,2013,48.026,22.686,5625393.0
Denmark,2014,53.411,26.238,5650654.0
Denmark,2015,55.716,28.001,5677795.0
Denmark,2016,54.316,26.942,5706856.0
Denmark,2017,63.948,31.504,5737286.0
Denmark,2018,60.735,30.349,5766689.0
Denmark,2019,66.855,34.101,5795879.0
Denmark,2020,67.891,38.468,5825638.0
Denmark,2021,76.332,40.294,5854246.0
Denmark,2022,81.371,41.247,5882259.0
Denmark,2023,83.557,42.735,5910911.0
Estonia,1985,0.0,0.0,1525790.0
Estonia,1986,0.0,0.0,1536031.0
Estonia,1987,0.0,0.0,1547709.0
Estonia,1988,0.0,0.0,1559598.0
Estonia,1989,0.0,0.0,1568053.0
Estonia,1990,0.0,0.0,1570676.0
Estonia,1991,0.0,0.0,1565621.0
Estonia,1992,0.0,0.0,1540386.0
Estonia,1993,0.0,0.0,1504446.0
Estonia,1994,0.0,0.0,1475730.0
Estonia,1995,0.019,0.031,1452777.0
Estonia,1996,0.016,0.024,1434670.0
Estonia,1997,0.026,0.039,1421491.0
Estonia,1998,0.038,0.066,1411151.0
Estonia,1999,0.053,0.099,1403494.0
Estonia,2000,0.19,0.343,1396881.0
Estonia,2001,0.092,0.159,1388000.0
Estonia,2002,0.107,0.185,1379241.0
Estonia,2003,0.138,0.219,1370663.0
Estonia,2004,0.185,0.289,1362489.0
Estonia,2005,0.323,0.501,1354665.0
Estonia,2006,0.389,0.612,1346711.0
Estonia,2007,0.44,0.597,1340576.0
Estonia,2008,0.621,0.915,1337013.0
Estonia,2009,1.656,2.821,1334557.0
Estonia,2010,3.301,4.513,1331535.0
Estonia,2011,3.65,5.003,1327435.0
Estonia,2012,4.546,6.186,1322682.0
Estonia,2013,3.777,4.876,1317985.0
Estonia,2014,4.318,5.823,1314531.0
Estonia,2015,4.735,6.9,1314658.0
Estonia,2016,4.763,6.731,1315928.0
Estonia,2017,5.599,7.134,1317550.0
Estonia,2018,6.255,8.032,1322146.0
Estonia,2019,6.707,10.686,1327039.0
Estonia,2020,9.271,15.785,1329449.0
Estonia,2021,8.99,14.641,1328704.0
Estonia,2022,8.727,13.767,1326064.0
Estonia,2023,8.616,15.522,1322764.0
Finland,1974,37.563,18.064,4690582.0
Finland,1975,36.102,17.09,4711384.0
Finland,1976,28.038,12.515,4725523.0
Finland,1977,36.022,15.203,4738738.0
Finland,1978,28.976,11.782,4752401.0
Finland,1979,32.145,12.091,4764568.0
Finland,1980,30.212,11.415,4779423.0
Finland,1981,40.376,15.109,4799868.0
Finland,1982,38.704,14.666,4826860.0
Finland,1983,40.158,15.365,4855738.0
Finland,1984,39.173,14.384,4881748.0
Finland,1985,36.473,12.764,4902179.0
Finland,1986,36.637,12.676,4918174.0
Finland,1987,40.795,13.406,4932176.0
Finland,1988,39.513,13.07,4946563.0
Finland,1989,38.53,12.691,4964482.0
Finland,1990,48.57,15.026,4986551.0
Finland,1991,54.983,16.623,5013856.0
Finland,1992,60.48,18.345,5042120.0
Finland,1993,58.881,17.708,5066609.0
Finland,1994,55.515,15.905,5088491.0
Finland,1995,59.348,17.836,5107942.0
Finland,1996,53.904,15.513,5124717.0
Finland,1997,61.443,17.437,5139944.0
Finland,1998,74.37,20.418,5153548.0
Finland,1999,64.636,18.098,5165500.0
Finland,2000,71.162,19.816,5176208.0
Finland,2001,65.41,17.828,5188007.0
Finland,2002,60.347,16.365,5200588.0
Finland,2003,58.076,14.706,5212991.0
Finland,2004,77.156,19.62,5228143.0
Finland,2005,70.328,19.67,5246070.0
Finland,2006,67.684,17.649,5266249.0
Finland,2007,72.424,18.95,5288694.0
Finland,2008,82.9,22.497,5313358.0
Finland,2009,65.54,19.204,5338813.0
Finland,2010,73.171,19.707,5363279.0
Finland,2011,73.717,21.067,5388173.0
Finland,2012,85.473,25.105,5413865.0
Finland,2013,77.814,22.766,5438873.0
Finland,2014,81.895,24.83,5461436.0
Finland,2015,92.951,28.262,5479457.0
Finland,2016,89.181,26.694,5495217.0
Finland,2017,94.102,28.758,5508146.0
Finland,2018,95.931,28.736,5515465.0
Finland,2019,95.892,29.326,5521539.0
Finland,2020,105.028,33.454,5529468.0
Finland,2021,114.969,35.856,5535982.0
Finland,2022,114.445,35.683,5540745.0
Finland,2023,119.364,35.936,5545476.0
France,1965,138.627,10.29,48168800.0
France,1966,155.625,11.305,48683088.0
France,1967,136.113,9.311,49181404.0
France,1968,152.055,9.883,49647272.0
France,1969,159.955,9.455,50087056.0
France,1970,171.981,9.39,50523588.0
France,1971,148.912,7.856,50970696.0
France,1972,149.231,7.395,51410364.0
France,1973,145.986,6.661,51814076.0
France,1974,171.307,7.963,52163552.0
France,1975,182.258,8.96,52450032.0
France,1976,147.86,6.863,52685272.0
France,1977,230.074,10.469,52925440.0
France,1978,206.667,9.071,53175308.0
France,1979,201.138,8.586,53428780.0
France,1980,210.286,9.035,53713836.0
France,1981,218.244,9.517,54016748.0
France,1982,213.565,9.661,54319652.0
France,1983,210.318,9.307,54592384.0
France,1984,199.424,8.528,54845984.0
France,1985,188.359,7.798,55108104.0
France,1986,190.07,7.688,55371640.0
France,1987,214.05,8.467,55641536.0
France,1988,231.935,9.055,55911476.0
France,1989,143.783,5.544,56169944.0
France,1990,165.389,6.241,56412896.0
France,1991,177.04,6.247,56645216.0
France,1992,210.793,7.376,56864048.0
France,1993,198.569,6.958,57053728.0
France,1994,240.992,8.531,57230064.0
France,1995,225.405,7.761,57420356.0
France,1996,205.661,6.827,57623180.0
France,1997,200.538,6.762,57839364.0
France,1998,195.072,6.423,58080344.0
France,1999,226.706,7.365,58352208.0
France,2000,209.574,6.722,58665456.0
France,2001,232.93,7.411,59014776.0
France,2002,192.254,6.164,59372784.0
France,2003,187.52,5.947,59728260.0
France,2004,189.317,5.953,60108436.0
France,2005,169.137,5.362,60510080.0
France,2006,186.681,5.966,60919152.0
France,2007,203.965,6.631,61329380.0
France,2008,235.22,7.625,61721004.0
France,2009,224.256,7.709,62093300.0
France,2010,246.423,8.211,62444568.0
France,2011,208.039,7.181,62775272.0
France,2012,261.55,9.038,63071412.0
France,2013,299.302,10.236,63335180.0
France,2014,286.438,10.241,63588496.0
France,2015,279.434,9.901,63809768.0
France,2016,296.882,10.735,63989320.0
France,2017,279.374,10.141,64144092.0
France,2018,332.328,11.916,64277812.0
France,2019,331.834,12.157,64399760.0
France,2020,359.246,14.716,64480052.0
France,2021,353.496,13.629,64531448.0
France,2022,335.398,14.592,64626624.0
France,2023,407.688,16.94,64756584.0
Germany,1965,47.939,1.615,76037464.0
Germany,1966,51.848,1.742,76618720.0
Germany,1967,49.241,1.658,77173552.0
Germany,1968,49.97,1.576,77646128.0
Germany,1969,40.551,1.186,78012488.0
Germany,1970,54.784,1.517,78294592.0
Germany,1971,42.982,1.18,78511408.0
Germany,1972,42.302,1.122,78643560.0
Germany,1973,48.395,1.214,78667472.0
Germany,1974,55.591,1.419,78620536.0
Germany,1975,54.034,1.435,78513512.0
Germany,1976,45.024,1.121,78364216.0
Germany,1977,55.97,1.397,78221280.0
Germany,1978,58.503,1.409,78071552.0
Germany,1979,58.968,1.345,77915728.0
Germany,1980,62.664,1.478,77786696.0
Germany,1981,64.647,1.574,77684488.0
Germany,1982,64.107,1.618,77610424.0
Germany,1983,60.248,1.499,77566064.0
Germany,1984,59.887,1.437,77568576.0
Germany,1985,56.702,1.322,77638808.0
Germany,1986,60.013,1.411,77803352.0
Germany,1987,64.775,1.509,78090896.0
Germany,1988,64.627,1.501,78477528.0
Germany,1989,59.607,1.399,78916440.0
Germany,1990,56.053,1.337,79370192.0
Germany,1991,51.99,1.271,79801984.0
Germany,1992,60.96,1.52,80205024.0
Germany,1993,63.208,1.584,80573496.0
Germany,1994,68.788,1.74,80882120.0
Germany,1995,75.091,1.889,81123264.0
Germany,1996,69.077,1.682,81300864.0
